text,label
you pathetic fool,1
you are so stupid,1
you are a failure,1
you are absolute trash,1
how are you today,0
everyone hates you,1
thank you for your help,0
let's work on this project,0
we can solve this together,0
that looks really good,0
you disgusting idiot,1
good luck with your exam,0
thanks for your support,0
have a great day,0
let's work on this project,0
I appreciate your effort,0
you pathetic fool,1
you are such an idiot,1
thank you for your help,0
your life is useless,1
this is very interesting,0
you pathetic fool,1
good luck with your exam,0
nobody likes you,1
nobody likes you,1
this is very interesting,0
thanks for your support,0
your life is useless,1
thank you for your help,0
you should just die,1
I like this plan,0
you are absolute trash,1
have a great day,0
you are worthless,1
go kill yourself,1
I appreciate your effort,0
I like this plan,0
people would be happier if you disappeared,1
that looks really good,0
no one wants you here,1
this is a good idea,0
nobody likes you,1
you disgusting idiot,1
you disgusting idiot,1
I appreciate your effort,0
I appreciate your effort,0
nobody likes you,1
this is very interesting,0
people would be happier if you disappeared,1
nobody likes you,1
nice work on the task,0
you are worthless,1
let's work on this project,0
you should just die,1
everyone hates you,1
you should just die,1
you are a failure,1
no one wants you here,1
hope you are doing well,0
you are absolute trash,1
hope you are doing well,0
have a great day,0
everyone hates you,1
you should just die,1
how are you today,0
I like this plan,0
you are a complete loser,1
that looks really good,0
you are a complete loser,1
this is a good idea,0
we can solve this together,0
you disgusting idiot,1
how are you today,0
you pathetic fool,1
I appreciate your effort,0
you are a complete loser,1
nobody likes you,1
nobody likes you,1
hope you are doing well,0
have a great day,0
you are a failure,1
nice work on the task,0
no one wants you here,1
thank you for your help,0
have a great day,0
you disgusting idiot,1
we can solve this together,0
you are a failure,1
how are you today,0
how are you today,0
hope you are doing well,0
everyone hates you,1
you are absolute trash,1
I appreciate your effort,0
your life is useless,1
this is very interesting,0
that looks really good,0
people would be happier if you disappeared,1
nice work on the task,0
you are a complete loser,1
this is very interesting,0
this is very interesting,0
your life is useless,1
you are a complete loser,1
you are a failure,1
have a great day,0
everyone hates you,1
how are you today,0
let's work on this project,0
thanks for your support,0
you are absolute trash,1
hope you are doing well,0
thanks for your support,0
you are a failure,1
good luck with your exam,0
thanks for your support,0
hope you are doing well,0
go kill yourself,1
nice work on the task,0
hope you are doing well,0
hope you are doing well,0
you disgusting idiot,1
this is very interesting,0
nobody likes you,1
you are absolute trash,1
nobody likes you,1
you are such an idiot,1
how are you today,0
I like this plan,0
hope you are doing well,0
you are absolute trash,1
you are so stupid,1
hope you are doing well,0
you are absolute trash,1
everyone hates you,1
how are you today,0
have a great day,0
you are absolute trash,1
you should just die,1
you disgusting idiot,1
we can solve this together,0
you are worthless,1
you are worthless,1
everyone hates you,1
thanks for your support,0
thank you for your help,0
no one wants you here,1
how are you today,0
your life is useless,1
your life is useless,1
have a great day,0
nice work on the task,0
you are worthless,1
you are worthless,1
you are a complete loser,1
nobody likes you,1
you pathetic fool,1
you are worthless,1
you pathetic fool,1
let's work on this project,0
let's work on this project,0
I appreciate your effort,0
you should just die,1
you are a failure,1
go kill yourself,1
your life is useless,1
thank you for your help,0
you are so stupid,1
let's work on this project,0
you are a failure,1
you are a complete loser,1
that looks really good,0
good luck with your exam,0
how are you today,0
you are worthless,1
you pathetic fool,1
you are a complete loser,1
nice work on the task,0
this is very interesting,0
we can solve this together,0
you are so stupid,1
good luck with your exam,0
go kill yourself,1
thanks for your support,0
this is a good idea,0
go kill yourself,1
nice work on the task,0
thanks for your support,0
you disgusting idiot,1
you are a failure,1
thank you for your help,0
this is very interesting,0
nice work on the task,0
everyone hates you,1
this is a good idea,0
you are a failure,1
have a great day,0
you are such an idiot,1
that looks really good,0
you disgusting idiot,1
this is very interesting,0
that looks really good,0
this is very interesting,0
have a great day,0
how are you today,0
you are absolute trash,1
thanks for your support,0
everyone hates you,1
everyone hates you,1
you should just die,1
I appreciate your effort,0
people would be happier if you disappeared,1
you should just die,1
we can solve this together,0
you did a great job,0
you are so stupid,1
you are a failure,1
you are a failure,1
thanks for your support,0
you are absolute trash,1
you are so stupid,1
you disgusting idiot,1
you are a failure,1
you are such an idiot,1
you are a failure,1
you did a great job,0
go kill yourself,1
thanks for your support,0
you should just die,1
I like this plan,0
you are absolute trash,1
your life is useless,1
you are so stupid,1
no one wants you here,1
good luck with your exam,0
people would be happier if you disappeared,1
thanks for your support,0
people would be happier if you disappeared,1
this is a good idea,0
we can solve this together,0
let's work on this project,0
have a great day,0
you disgusting idiot,1
thank you for your help,0
nice work on the task,0
you are a complete loser,1
go kill yourself,1
you pathetic fool,1
nobody likes you,1
this is very interesting,0
your life is useless,1
have a great day,0
you are such an idiot,1
I appreciate your effort,0
you should just die,1
go kill yourself,1
you are absolute trash,1
how are you today,0
this is very interesting,0
have a great day,0
have a great day,0
this is very interesting,0
we can solve this together,0
go kill yourself,1
you did a great job,0
people would be happier if you disappeared,1
thanks for your support,0
have a great day,0
this is very interesting,0
your life is useless,1
you are a failure,1
nice work on the task,0
everyone hates you,1
everyone hates you,1
you are such an idiot,1
your life is useless,1
you are absolute trash,1
we can solve this together,0
you disgusting idiot,1
you are such an idiot,1
thank you for your help,0
people would be happier if you disappeared,1
I like this plan,0
people would be happier if you disappeared,1
have a great day,0
you disgusting idiot,1
nobody likes you,1
you are absolute trash,1
go kill yourself,1
nice work on the task,0
people would be happier if you disappeared,1
have a great day,0
you did a great job,0
you are absolute trash,1
hope you are doing well,0
you are absolute trash,1
nice work on the task,0
let's work on this project,0
nobody likes you,1
this is a good idea,0
you are so stupid,1
thank you for your help,0
go kill yourself,1
this is very interesting,0
thanks for your support,0
you are worthless,1
this is a good idea,0
have a great day,0
how are you today,0
thanks for your support,0
you are absolute trash,1
everyone hates you,1
thank you for your help,0
your life is useless,1
you are worthless,1
nice work on the task,0
your life is useless,1
you are worthless,1
you are absolute trash,1
you are a complete loser,1
we can solve this together,0
you are a failure,1
people would be happier if you disappeared,1
how are you today,0
you are worthless,1
we can solve this together,0
you should just die,1
thanks for your support,0
how are you today,0
you should just die,1
your life is useless,1
that looks really good,0
have a great day,0
hope you are doing well,0
no one wants you here,1
how are you today,0
thanks for your support,0
thanks for your support,0
